DATE,CODE,NAME,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjust
5-Jul-21,KCB,KCB Group Plc,30,47,42.6,43,42.7,42.5,0.2,0.47%,51000,-
5-Jul-21,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-
5-Jul-21,NCBA,NCBA Group Plc,20,27.85,24.5,25.5,25.3,25,0.3,1.20%,56500,-
5-Jul-21,SBIC,Stanbic Holdings Plc,72.25,92,83,83,83,83,-,-,-,-
5-Jul-21,SCBK,Standard Chartered Bank Kenya Ltd,127,170,129.75,132,130,130,-,-,307900,-
5-Jul-21,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
5-Jul-21,EVRD,Eveready East Africa Ltd,0.85,1.5,0.94,1,1,0.95,0.05,5.26%,10500,-
5-Jul-21,XPRS,Express Kenya Plc,2.5,4.87,4,4,4,4,-,-,-,-
5-Jul-21,KQ,Kenya Airways Plc,3.83,3.83,3.83,3.83,3.83,3.83,-,-,-,-
5-Jul-21,LKL,Longhorn Publishers Plc,3.7,5,3.96,4,4,4,-,-,9100,-
5-Jul-21,NBV,Nairobi Business Ventures Ltd,0.54,13.8,11.5,13.25,12.55,12.05,0.5,4.15%,146200,-
5-Jul-21,NMG,Nation Media Group Plc,9,26.5,24.95,25,25,25,-,-,209500,-
5-Jul-21,SMER,Sameer Africa Plc,2.46,4.2,3.74,3.74,3.74,3.4,0.34,10.00%,1000,-
5-Jul-21,SGL,Standard Group Plc,15,26.3,17,18,17.45,17,0.45,2.65%,1600,-
5-Jul-21,TPSE,TPS Eastern Africa (Serena) Ltd,13.1,18,13.55,14,13.7,14,-0.3,2.14%,10800,-
5-Jul-21,UCHM,Uchumi Supermarket Plc,0.2,0.35,0.25,0.27,0.27,0.25,0.02,8.00%,204100,-
5-Jul-21,SCAN,WPP ScanGroup Plc,4.42,11,5.16,5.6,5.18,5.18,-,-,90200,-
5-Jul-21,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
5-Jul-21,BAMB,Bamburi Cement Ltd,19.05,47.05,37,37.5,37.1,37.9,-0.8,2.11%,9800,-
5-Jul-21,CRWN,Crown Paints Kenya Plc,19.05,49,32.5,33,33,35.9,-2.9,8.08%,11400,-
5-Jul-21,CABL,East African Cables Ltd,1.18,2.24,1.3,1.35,1.3,1.3,-,-,15800,-
5-Jul-21,PORT,East African Portland Cement Ltd,7.2,16,7.2,7.2,7.2,8,-0.8,10.00%,100,-
5-Jul-21,KEGN,Kenya Electricity Generating Company Plc,3.9,6,3.99,4.1,4,3.99,0.01,0.25%,180000,-
5-Jul-21,KPLC-P4,KPLC-P4,4.5,5,4.53,4.53,4.53,4.53,-,-,-,-
5-Jul-21,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
5-Jul-21,KPLC,Kenya Power and Lighting Company Plc,1.16,2.02,1.35,1.4,1.4,1.39,0.01,0.72%,1821900,-
5-Jul-21,TOTL,Total Kenya Ltd,21,26.75,24,24.85,24.75,24.85,-0.1,0.40%,7100,-
5-Jul-21,UMME,Umeme Ltd,5.4,7.6,5.54,5.54,5.54,5.54,-,-,-,-
5-Jul-21,BRIT,Britam Holdings Plc,6,8.3,7,7.22,7.14,7.18,-0.04,0.56%,54700,-
5-Jul-21,CIC,CIC Insurance Group Ltd,1.95,3.5,2.4,2.64,2.6,2.4,0.2,8.33%,5522400,-
5-Jul-21,JUB,Jubilee Holdings Ltd,210,392,380,390,389.75,375.5,14.25,3.79%,29400,-
5-Jul-21,KNRE,Kenya Re-Insurance Corporation Ltd,2,2.94,2.39,2.4,2.4,2.42,-0.02,0.83%,63400,-
5-Jul-21,LBTY,Liberty Kenya Holdings Ltd,6.6,10.5,8,8,8,7.7,0.3,3.90%,200,-
5-Jul-21,SLAM,Sanlam Kenya Plc,9,14,10.3,10.3,10.3,10.2,0.1,0.98%,1400,-
5-Jul-21,CTUM,Centum Investment Company Plc,14.05,24,16.3,16.5,16.3,16.3,-,-,31300,-
5-Jul-21,HAFR,Home Afrika Ltd,0.33,0.5,0.42,0.43,0.43,0.43,-,-,21700,-
5-Jul-21,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
5-Jul-21,OCH,Olympia Capital Holdings Ltd,1.63,2.6,2.15,2.15,2.15,2.15,-,-,400,-
5-Jul-21,TCL,Trans-Century Plc,1.01,2,1.3,1.4,1.35,1.3,0.05,3.85%,8700,-
5-Jul-21,NSE,Nairobi Securities Exchange Plc,6.5,9.74,8.08,9,8.2,8.96,-0.76,8.48%,25200,-
5-Jul-21,BOC,BOC Kenya Plc,54,75.25,61.5,61.5,61.5,61.5,-,-,-,-
5-Jul-21,BAT,British American Tobacco Kenya Plc,317,500,448.5,450,449.5,450,-0.5,0.11%,1100,-
5-Jul-21,CARB,Carbacid Investments Plc,7.9,13,12.5,12.6,12.6,12.5,0.1,0.80%,500,-
5-Jul-21,EABL,East African Breweries Ltd,148,194,184,185,184.5,181,3.5,1.93%,3900,-
5-Jul-21,FTGH,Flame Tree Group Holdings Ltd,1.1,1.5,1.37,1.38,1.38,1.37,0.01,0.73%,700,-
5-Jul-21,ORCH,Kenya Orchards Ltd,10.4,12.25,10.4,10.4,10.4,10.4,-,-,-,-
5-Jul-21,UNGA,Unga Group Ltd,26.1,33,27.05,27.1,27.05,27,0.05,0.19%,1100,-
5-Jul-21,SCOM,Safaricom Plc,25.95,43.45,41.25,41.5,41.4,41.35,0.05,0.12%,3303100,-
5-Jul-21,FAHR,Stanlib Fahari Income-REIT,4.98,7.34,6.14,6.22,6.2,6.18,0.02,0.32%,15100,-
5-Jul-21,GLD,ABSA NewGold ETF,"1,855.00","2,100.00","1,890.00","1,890.00","1,890.00","1,890.00",-,-,-,-
5-Jul-21,^FNK15,FTSE NSE Kenya 15 Index,152.56,213.52,204.7,206.25,205.26,204.7,0.56,0.27%,-,-
5-Jul-21,^FNK25,FTSE NSE Kenya 25 Index,167.57,238.93,229.54,230.85,230.33,229.61,0.72,0.31%,-,-
5-Jul-21,^N20I,NSE 20-Share Index,"1,723.96","1,987.50","1,921.39","1,921.39","1,921.39","1,928.42",-7.03,0.36%,-,-
5-Jul-21,^N25I,NSE 25-Share Index,"2,935.01","3,911.79","3,797.47","3,797.47","3,797.47","3,781.20",16.27,0.43%,-,-
5-Jul-21,^NASI,NSE All-Share Index,127.01,179.45,173.97,173.97,173.97,171.21,2.76,1.61%,-,-
5-Jul-21,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,511.03","2,189.72","2,124.58","2,124.58","2,124.58","2,114.53",10.05,0.48%,-,-
5-Jul-21,^ZKEQTU,Zamara Kenya Equity Index (USD),"1,201.29","1,740.41","1,694.55","1,694.55","1,694.55","1,686.53",8.02,0.48%,-,-
6-Jul-21,EGAD,Eaagads Ltd,10,15,11.85,11.85,11.85,10.8,1.05,9.72%,100,-
6-Jul-21,KUKZ,Kakuzi Plc,351,415,405,405,405,405,-,-,-,-
6-Jul-21,KAPC,Kapchorua Tea Kenya Plc,68.5,101,94,94,94,94,-,-,1400,-
6-Jul-21,LIMT,Limuru Tea Plc,260,400,300,300,300,320,-20,6.25%,1600,-
6-Jul-21,SASN,Sasini Plc,16,20,18.05,18.95,18.25,18.05,0.2,1.11%,400,-
6-Jul-21,WTK,Williamson Tea Kenya Plc,119,154.75,144.5,149,147.25,149,-1.75,1.17%,1300,-
6-Jul-21,CGEN,Car and General (K) Ltd,20,37.8,28.75,28.75,28.75,26.5,2.25,8.49%,100,-
6-Jul-21,ABSA,ABSA Bank Kenya Plc,8.5,10.8,9.5,9.92,9.68,9.42,0.26,2.76%,394500,-
6-Jul-21,BKG,BK Group Plc,12.15,32.4,26,26,26,26,-,-,-,-
6-Jul-21,COOP,Co-operative Bank of Kenya Ltd,10.2,14.05,13.35,13.55,13.5,13.5,-,-,262300,-
6-Jul-21,DTK,Diamond Trust Bank Kenya Ltd,57.5,78.5,57.75,59,59,59,-,-,483800,-
6-Jul-21,EQTY,Equity Group Holdings Plc,28,50.75,46.5,47,46.8,46.5,0.3,0.65%,511700,-
6-Jul-21,HFCK,HF Group Ltd,2.86,5.48,3.87,3.9,3.89,3.89,-,-,9800,-
6-Jul-21,IMH,I & M Holdings Plc,20.5,27.25,21.55,22,21.65,21.85,-0.2,0.92%,115700,-
6-Jul-21,KCB,KCB Group Plc,30,47,42.6,43.35,42.95,42.7,0.25,0.59%,90400,-
6-Jul-21,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-
6-Jul-21,NCBA,NCBA Group Plc,20,27.85,25,25.5,25.4,25.3,0.1,0.40%,54100,-
6-Jul-21,SBIC,Stanbic Holdings Plc,72.25,93,80,81.25,80.5,83,-2.5,3.01%,3000,-
6-Jul-21,SCBK,Standard Chartered Bank Kenya Ltd,127,170,129.5,130,129.75,130,-0.25,0.19%,22000,-
6-Jul-21,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
6-Jul-21,EVRD,Eveready East Africa Ltd,0.85,1.5,1,1.05,1.05,1,0.05,5.00%,2600,-
6-Jul-21,XPRS,Express Kenya Plc,2.5,4.87,4,4,4,4,-,-,-,-
6-Jul-21,KQ,Kenya Airways Plc,3.83,3.83,3.83,3.83,3.83,3.83,-,-,-,-
6-Jul-21,LKL,Longhorn Publishers Plc,3.7,5,4,4,4,4,-,-,9100,-
6-Jul-21,NBV,Nairobi Business Ventures Ltd,0.54,13.8,11.5,13.8,12.4,12.55,-0.15,1.20%,36600,-
6-Jul-21,NMG,Nation Media Group Plc,9,26.5,24,25,25,25,-,-,463100,-
6-Jul-21,SMER,Sameer Africa Plc,2.46,4.2,3.4,3.4,3.4,3.74,-0.34,9.09%,2300,-
6-Jul-21,SGL,Standard Group Plc,15,26.3,17,17,17,17.45,-0.45,2.58%,800,-
6-Jul-21,TPSE,TPS Eastern Africa (Serena) Ltd,13.1,18,14,14,14,13.7,0.3,2.19%,50200,-
6-Jul-21,UCHM,Uchumi Supermarket Plc,0.2,0.35,0.26,0.27,0.27,0.27,-,-,9000,-
6-Jul-21,SCAN,WPP ScanGroup Plc,4.42,10.55,5.08,5.18,5.14,5.18,-0.04,0.77%,130100,-
6-Jul-21,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
6-Jul-21,BAMB,Bamburi Cement Ltd,19.05,47.05,37.85,37.95,37.9,37.1,0.8,2.16%,38200,-
6-Jul-21,CRWN,Crown Paints Kenya Plc,19.05,49,32,33,32.35,33,-0.65,1.97%,700,-
6-Jul-21,CABL,East African Cables Ltd,1.18,2.1,1.25,1.3,1.26,1.3,-0.04,3.08%,6500,-
6-Jul-21,PORT,East African Portland Cement Ltd,7.2,16,7.2,7.2,7.2,7.2,-,-,100,-
6-Jul-21,KEGN,Kenya Electricity Generating Company Plc,3.9,6,3.99,4.1,4,4,-,-,295800,-
6-Jul-21,KPLC-P4,KPLC-P4,4.5,5,4.53,4.53,4.53,4.53,-,-,-,-
6-Jul-21,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
6-Jul-21,KPLC,Kenya Power and Lighting Company Plc,1.16,2,1.38,1.42,1.39,1.4,-0.01,0.71%,264300,-
6-Jul-21,TOTL,Total Kenya Ltd,21,26.75,24.85,25.25,25,24.75,0.25,1.01%,52400,-
6-Jul-21,UMME,Umeme Ltd,5.4,7.6,5.52,5.52,5.52,5.54,-0.02,0.36%,2600,-
6-Jul-21,BRIT,Britam Holdings Plc,6,8.3,7.04,7.2,7.2,7.14,0.06,0.84%,63500,-
6-Jul-21,CIC,CIC Insurance Group Ltd,1.95,3.5,2.4,2.86,2.83,2.6,0.23,8.85%,622600,-
6-Jul-21,JUB,Jubilee Holdings Ltd,210,392,390,392,390,389.75,0.25,0.06%,6300,-
6-Jul-21,KNRE,Kenya Re-Insurance Corporation Ltd,2,2.94,2.35,2.4,2.4,2.4,-,-,33700,-
6-Jul-21,LBTY,Liberty Kenya Holdings Ltd,6.6,10.5,7.68,8.6,8.24,8,0.24,3.00%,500,-
6-Jul-21,SLAM,Sanlam Kenya Plc,9,14,10.3,10.4,10.35,10.3,0.05,0.49%,10900,-
6-Jul-21,CTUM,Centum Investment Company Plc,14.05,24,16.3,16.8,16.6,16.3,0.3,1.84%,54200,-
6-Jul-21,HAFR,Home Afrika Ltd,0.33,0.5,0.41,0.42,0.42,0.43,-0.01,2.33%,10200,-
6-Jul-21,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
6-Jul-21,OCH,Olympia Capital Holdings Ltd,1.63,2.6,2.15,2.15,2.15,2.15,-,-,600,-
6-Jul-21,TCL,Trans-Century Plc,1.01,1.94,1.3,1.48,1.43,1.35,0.08,5.93%,7200,-
6-Jul-21,NSE,Nairobi Securities Exchange Plc,6.5,9.74,8.3,9,8.76,8.2,0.56,6.83%,6300,-
6-Jul-21,BOC,BOC Kenya Plc,54,75.25,61.5,61.5,61.5,61.5,-,-,-,-
6-Jul-21,BAT,British American Tobacco Kenya Plc,317,500,439,450,448,449.5,-1.5,0.33%,2900,-
6-Jul-21,CARB,Carbacid Investments Plc,7.9,13,12,12.5,12,12.6,-0.6,4.76%,4600,-
6-Jul-21,EABL,East African Breweries Ltd,148,194,180,185.5,184.75,184.5,0.25,0.14%,11900,-
6-Jul-21,FTGH,Flame Tree Group Holdings Ltd,1.1,1.5,1.37,1.38,1.37,1.38,-0.01,0.72%,2600,-
6-Jul-21,ORCH,Kenya Orchards Ltd,10.4,12.25,10.4,10.4,10.4,10.4,-,-,-,-
6-Jul-21,UNGA,Unga Group Ltd,26.1,33,27.1,27.1,27.1,27.05,0.05,0.18%,900,-
6-Jul-21,SCOM,Safaricom Plc,26.4,43.45,41.2,41.5,41.3,41.4,-0.1,0.24%,8916600,-
6-Jul-21,FAHR,Stanlib Fahari Income-REIT,4.98,7.34,6.22,6.3,6.24,6.2,0.04,0.65%,6600,-
6-Jul-21,GLD,ABSA NewGold ETF,"1,855.00","2,100.00","1,890.00","1,890.00","1,890.00","1,890.00",-,-,-,-
6-Jul-21,^FNK15,FTSE NSE Kenya 15 Index,152.56,214.84,205.19,206.92,206.22,205.26,0.96,0.47%,-,-
6-Jul-21,^FNK25,FTSE NSE Kenya 25 Index,167.57,239.16,230.03,231.45,230.62,230.33,0.29,0.13%,-,-
6-Jul-21,^N20I,NSE 20-Share Index,"1,723.96","1,987.50","1,931.57","1,931.57","1,931.57","1,921.39",10.18,0.53%,-,-
6-Jul-21,^N25I,NSE 25-Share Index,"2,935.01","3,917.17","3,803.01","3,803.01","3,803.01","3,797.47",5.54,0.15%,-,-
6-Jul-21,^NASI,NSE All-Share Index,129.24,179.45,173.93,173.93,173.93,173.97,-0.04,0.02%,-,-
6-Jul-21,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,511.03","2,206.44","2,128.95","2,128.95","2,128.95","2,124.58",4.37,0.21%,-,-
6-Jul-21,^ZKEQTU,Zamara Kenya Equity Index (USD),"1,201.29","1,746.09","1,698.03","1,698.03","1,698.03","1,694.55",3.48,0.21%,-,-
7-Jul-21,EGAD,Eaagads Ltd,10,15,11.85,11.85,11.85,11.85,-,-,700,-
7-Jul-21,KUKZ,Kakuzi Plc,351,415,405,405,405,405,-,-,-,-
7-Jul-21,KAPC,Kapchorua Tea Kenya Plc,68.5,101,94,94,94,94,-,-,8500,-
7-Jul-21,LIMT,Limuru Tea Plc,260,400,300,300,300,300,-,-,-,-
7-Jul-21,SASN,Sasini Plc,16,20,18.3,18.3,18.3,18.25,0.05,0.27%,-,-
7-Jul-21,WTK,Williamson Tea Kenya Plc,119,154.75,140,148.75,140.75,147.25,-6.5,4.41%,4000,-
7-Jul-21,CGEN,Car and General (K) Ltd,20,37.8,28.75,28.75,28.75,28.75,-,-,-,-
7-Jul-21,ABSA,ABSA Bank Kenya Plc,8.5,10.8,9.8,10.05,10,9.68,0.32,3.31%,222400,-
7-Jul-21,BKG,BK Group Plc,12.15,32.4,26.75,27,27,26,1,3.85%,1377900,-
7-Jul-21,COOP,Co-operative Bank of Kenya Ltd,10.2,14.05,13.4,13.8,13.55,13.5,0.05,0.37%,230800,-
7-Jul-21,DTK,Diamond Trust Bank Kenya Ltd,57.5,78.5,58,59,59,59,-,-,32300,-
7-Jul-21,EQTY,Equity Group Holdings Plc,28,50.75,46.55,48,47.55,46.8,0.75,1.60%,2101700,-
7-Jul-21,HFCK,HF Group Ltd,2.86,5.48,3.85,3.9,3.9,3.89,0.01,0.26%,10100,-
7-Jul-21,IMH,I & M Holdings Plc,20.5,27.25,21.9,22.2,22,21.65,0.35,1.62%,44100,-
7-Jul-21,KCB,KCB Group Plc,30,47,42.7,44.35,43.8,42.95,0.85,1.98%,145700,-
7-Jul-21,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-
7-Jul-21,NCBA,NCBA Group Plc,20,27.85,25.05,25.5,25.5,25.4,0.1,0.39%,40600,-
7-Jul-21,SBIC,Stanbic Holdings Plc,72.25,93,80,80,80,80.5,-0.5,0.62%,200,-
7-Jul-21,SCBK,Standard Chartered Bank Kenya Ltd,127,170,129.5,131,129.75,129.75,-,-,43300,-
7-Jul-21,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
7-Jul-21,EVRD,Eveready East Africa Ltd,0.85,1.5,1.05,1.05,1.05,1.05,-,-,-,-
7-Jul-21,XPRS,Express Kenya Plc,2.5,4.87,4,4,4,4,-,-,-,-
7-Jul-21,KQ,Kenya Airways Plc,3.83,3.83,3.83,3.83,3.83,3.83,-,-,-,-
7-Jul-21,LKL,Longhorn Publishers Plc,3.7,5,3.96,4,3.98,4,-0.02,0.50%,21400,-
7-Jul-21,NBV,Nairobi Business Ventures Ltd,0.54,13.8,12,13.6,12.8,12.4,0.4,3.23%,95600,-
7-Jul-21,NMG,Nation Media Group Plc,9,26.5,24,25,24.95,25,-0.05,0.20%,104300,-
7-Jul-21,SMER,Sameer Africa Plc,2.46,4.2,3.1,3.1,3.1,3.4,-0.3,8.82%,10000,-
7-Jul-21,SGL,Standard Group Plc,15,26.3,17,17,17,17,-,-,-,-
7-Jul-21,TPSE,TPS Eastern Africa (Serena) Ltd,13.1,18,14,14,14,14,-,-,4800,-
7-Jul-21,UCHM,Uchumi Supermarket Plc,0.2,0.35,0.25,0.27,0.25,0.27,-0.02,7.41%,183400,-
7-Jul-21,SCAN,WPP ScanGroup Plc,4.42,10.55,5.1,5.3,5.18,5.14,0.04,0.78%,427900,-
7-Jul-21,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
7-Jul-21,BAMB,Bamburi Cement Ltd,19.05,47.05,37,37.9,37.55,37.9,-0.35,0.92%,8500,-
7-Jul-21,CRWN,Crown Paints Kenya Plc,19.05,49,30,32,30.5,32.35,-1.85,5.72%,400,-
7-Jul-21,CABL,East African Cables Ltd,1.18,2.1,1.25,1.35,1.31,1.26,0.05,3.97%,24700,-
7-Jul-21,PORT,East African Portland Cement Ltd,7.2,16,7.2,7.2,7.2,7.2,-,-,100,-
7-Jul-21,KEGN,Kenya Electricity Generating Company Plc,3.9,6,3.99,4,4,4,-,-,535100,-
7-Jul-21,KPLC-P4,KPLC-P4,4.5,5,4.53,4.53,4.53,4.53,-,-,-,-
7-Jul-21,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
7-Jul-21,KPLC,Kenya Power and Lighting Company Plc,1.16,2,1.37,1.42,1.39,1.39,-,-,435900,-
7-Jul-21,TOTL,Total Kenya Ltd,21,26.75,24.1,25,24.85,25,-0.15,0.60%,6400,-
7-Jul-21,UMME,Umeme Ltd,5.4,7.6,5.4,6,5.48,5.52,-0.04,0.72%,9600,-
7-Jul-21,BRIT,Britam Holdings Plc,6,8.3,7.18,7.5,7.32,7.2,0.12,1.67%,550900,-
7-Jul-21,CIC,CIC Insurance Group Ltd,1.95,3.5,2.85,3.1,3.1,2.83,0.27,9.54%,2043700,-
7-Jul-21,JUB,Jubilee Holdings Ltd,210,392,390,390,390,390,-,-,-,-
7-Jul-21,KNRE,Kenya Re-Insurance Corporation Ltd,2,2.94,2.35,2.4,2.38,2.4,-0.02,0.83%,38400,-
7-Jul-21,LBTY,Liberty Kenya Holdings Ltd,6.6,10.5,8,8.6,8.56,8.24,0.32,3.88%,1500,-
7-Jul-21,SLAM,Sanlam Kenya Plc,9,14,10.95,11,10.95,10.35,0.6,5.80%,3600,-
7-Jul-21,CTUM,Centum Investment Company Plc,14.05,24,16.5,17,16.85,16.6,0.25,1.51%,20100,-
7-Jul-21,HAFR,Home Afrika Ltd,0.33,0.5,0.4,0.42,0.41,0.42,-0.01,2.38%,125200,-
7-Jul-21,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
7-Jul-21,OCH,Olympia Capital Holdings Ltd,1.63,2.6,2.15,2.15,2.15,2.15,-,-,-,-
7-Jul-21,TCL,Trans-Century Plc,1.01,1.94,1.3,1.3,1.3,1.43,-0.13,9.09%,4200,-
7-Jul-21,NSE,Nairobi Securities Exchange Plc,6.5,9.74,8.5,9,8.82,8.76,0.06,0.68%,4000,-
7-Jul-21,BOC,BOC Kenya Plc,54,75.25,65,66,65.75,61.5,4.25,6.91%,500,-
7-Jul-21,BAT,British American Tobacco Kenya Plc,317,500,436,449.5,440.5,448,-7.5,1.67%,400,-
7-Jul-21,CARB,Carbacid Investments Plc,7.9,13,12.85,12.85,12.85,12,0.85,7.08%,2100,-
7-Jul-21,EABL,East African Breweries Ltd,148,194,180,185.5,184.75,184.75,-,-,8000,-
7-Jul-21,FTGH,Flame Tree Group Holdings Ltd,1.1,1.5,1.37,1.37,1.37,1.37,-,-,-,-
7-Jul-21,ORCH,Kenya Orchards Ltd,10.4,12.25,10.4,10.4,10.4,10.4,-,-,-,-
7-Jul-21,UNGA,Unga Group Ltd,26.1,33,27.1,27.1,27.1,27.1,-,-,2800,-
7-Jul-21,SCOM,Safaricom Plc,26.4,43.45,41,42,41.4,41.3,0.1,0.24%,6559400,-
7-Jul-21,FAHR,Stanlib Fahari Income-REIT,4.98,7.34,6.22,6.5,6.5,6.24,0.26,4.17%,92300,-
7-Jul-21,GLD,ABSA NewGold ETF,"1,855.00","2,100.00","1,890.00","1,890.00","1,890.00","1,890.00",-,-,-,-
7-Jul-21,^FNK15,FTSE NSE Kenya 15 Index,152.56,214.84,205.67,209.38,208.17,206.22,1.95,0.95%,-,-
7-Jul-21,^FNK25,FTSE NSE Kenya 25 Index,167.57,239.16,230.09,233.12,232.2,230.62,1.58,0.69%,-,-
7-Jul-21,^N20I,NSE 20-Share Index,"1,723.96","1,987.50","1,939.44","1,939.44","1,939.44","1,931.57",7.87,0.41%,-,-
7-Jul-21,^N25I,NSE 25-Share Index,"2,935.01","3,917.17","3,830.60","3,830.60","3,830.60","3,803.01",27.59,0.73%,-,-
7-Jul-21,^NASI,NSE All-Share Index,129.24,179.45,174.8,174.8,174.8,173.93,0.87,0.50%,-,-
7-Jul-21,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,511.03","2,206.44","2,143.70","2,143.70","2,143.70","2,128.95",14.75,0.69%,-,-
7-Jul-21,^ZKEQTU,Zamara Kenya Equity Index (USD),"1,201.29","1,746.09","1,709.80","1,709.80","1,709.80","1,698.03",11.77,0.69%,-,-
8-Jul-21,EGAD,Eaagads Ltd,10,15,10.75,10.8,10.8,11.85,-1.05,8.86%,7200,-
8-Jul-21,KUKZ,Kakuzi Plc,351,415,405,405,405,405,-,-,-,-
8-Jul-21,KAPC,Kapchorua Tea Kenya Plc,68.5,101,85,94,85.5,94,-8.5,9.04%,6800,-
8-Jul-21,LIMT,Limuru Tea Plc,260,400,300,300,300,300,-,-,-,-
8-Jul-21,SASN,Sasini Plc,16,20,18.95,18.95,18.95,18.3,0.65,3.55%,1900,-
8-Jul-21,WTK,Williamson Tea Kenya Plc,119,154.75,137.5,140,138.25,140.75,-2.5,1.78%,9000,-
8-Jul-21,CGEN,Car and General (K) Ltd,20,37.8,28,28,28,28.75,-0.75,2.61%,100,-
8-Jul-21,ABSA,ABSA Bank Kenya Plc,8.5,10.8,9.98,10.15,10,10,-,-,355100,-
8-Jul-21,BKG,BK Group Plc,12.15,32.4,27,27,27,27,-,-,-,-
8-Jul-21,COOP,Co-operative Bank of Kenya Ltd,10.2,14.05,13.5,13.8,13.6,13.55,0.05,0.37%,323300,-
8-Jul-21,DTK,Diamond Trust Bank Kenya Ltd,57.5,78.5,58.5,60,59,59,-,-,44200,-
8-Jul-21,EQTY,Equity Group Holdings Plc,28,50.75,47.6,49.45,49,47.55,1.45,3.05%,1891000,-
8-Jul-21,HFCK,HF Group Ltd,2.86,5.48,3.85,4,3.91,3.9,0.01,0.26%,40700,-
8-Jul-21,IMH,I & M Holdings Plc,20.5,27.25,21.65,22.8,21.75,22,-0.25,1.14%,179800,-
8-Jul-21,KCB,KCB Group Plc,30,47,43.8,46.5,45.5,43.8,1.7,3.88%,1649300,-
8-Jul-21,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-
8-Jul-21,NCBA,NCBA Group Plc,20,27.85,25.4,26,25.6,25.5,0.1,0.39%,64400,-
8-Jul-21,SBIC,Stanbic Holdings Plc,72.25,93,80,80,80,80,-,-,-,-
8-Jul-21,SCBK,Standard Chartered Bank Kenya Ltd,127,170,129.5,130,129.5,129.75,-0.25,0.19%,55100,-
8-Jul-21,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
8-Jul-21,EVRD,Eveready East Africa Ltd,0.85,1.5,0.96,0.96,0.96,1.05,-0.09,8.57%,8000,-
8-Jul-21,XPRS,Express Kenya Plc,2.5,4.87,4,4,4,4,-,-,-,-
8-Jul-21,KQ,Kenya Airways Plc,3.83,3.83,3.83,3.83,3.83,3.83,-,-,-,-
8-Jul-21,LKL,Longhorn Publishers Plc,3.7,5,3.96,4,3.99,3.98,0.01,0.25%,21100,-
8-Jul-21,NBV,Nairobi Business Ventures Ltd,0.54,13.8,12,12.9,12.35,12.8,-0.45,3.52%,84500,-
8-Jul-21,NMG,Nation Media Group Plc,9,26.5,24,25,25,24.95,0.05,0.20%,2751400,-
8-Jul-21,SMER,Sameer Africa Plc,2.46,4.2,3.1,3.1,3.1,3.1,-,-,-,-
8-Jul-21,SGL,Standard Group Plc,15,26.3,18,18,18,17,1,5.88%,100,-
8-Jul-21,TPSE,TPS Eastern Africa (Serena) Ltd,13.1,18,14,14,14,14,-,-,1600,-
8-Jul-21,UCHM,Uchumi Supermarket Plc,0.2,0.35,0.25,0.27,0.26,0.25,0.01,4.00%,22400,-
8-Jul-21,SCAN,WPP ScanGroup Plc,4.42,10.55,5.08,5.18,5.1,5.18,-0.08,1.54%,466000,-
8-Jul-21,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
8-Jul-21,BAMB,Bamburi Cement Ltd,19.05,47.05,36.55,37,36.95,37.55,-0.6,1.60%,8800,-
8-Jul-21,CRWN,Crown Paints Kenya Plc,19.05,49,29.2,29.2,29.2,30.5,-1.3,4.26%,1100,-
8-Jul-21,CABL,East African Cables Ltd,1.18,2.1,1.3,1.31,1.3,1.31,-0.01,0.76%,7600,-
